Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,label,text,target,indo_tweet,indo_target
3400,3400,3400,negative,"i got the debate from ginian and my parents until i asked, &quot;for example, when you move to christianity, will you immediately hate and force me to go to christianity?&quot; his answer was &quot;it could be.&quot; he was unsure, yet still defensive. but i think that's enough to make him rethinking his belief.",christian,"Gw sempet debat ginian sama ortu sampe gw tanya, ""misal papa pindah ke kristen , apa seketika itu juga papa akan benci dan memaksaku ikut ke kristen ?"" His answer was ""Bisa jadi."" He was unsure, yet still defensive. But I think that's enough to make him rethinking abt his belief.",kristen
3401,3401,3401,negative,these shia and radical christians who like to criminalize ulama,christian,Syiah dan kristen radikal ini yang suka kriminalisasi ulama,kristen
3402,3402,3402,neutral,pantesan he was criminalized by a gang of shiites and radical christians <url>,christian,Pantesan Beliau Dikriminalisasi gengnya syiah dan kristen radikal https://youtu.be/EFDwfQ6Vr9o,kristen
3403,3403,3403,neutral,@youtube<url> agoa maria sendang sriningsih. mountain for christian worship. mountain for christian worship videosunu,christian,@YouTubehttp://youtu.be/oGUE-DSG2TA?aGoa Maria Sendang Sriningsih.gunung untuk ibadah kristen .mountain for Christian worship videosunu,kristen
3404,3404,3404,neutral,dr. zakir naik destroys christian youth deception <url>,christian,Dr Zakir Naik Menghancurkan Tipuan Pemuda Kristen https://www.youtube.com/watch?v=hXA3iyVS6Cg,Kristen
3405,3405,3405,neutral,"wow, i'm sorry that happened to you. so realized that i was lucky to have a religious parent, but was highly tolerant. in fact, i remember being the only child playing with christian neighbors, while other kids can't be with their parents :(",christian,"Wow, i'm sorry that happened to you. Jadi nyadar kalo saya beruntung punya ortu relijius, tapi highly tolerant. Malah inget bgt jadi satu2nya anak yg main sama tetangga batak kristen , sementara anak2 lain nggak boleh sama orangtuanya :(",kristen
3406,3406,3406,neutral,"this reply tweet is interesting if it is islam or christianity that has a creed / creed, it is said that it has only just officially entered the group, hindu the concept of nga gittew <url>",christian,"Replyan twit ini menarik jd nga ky islam atau kristen yg ada syahadat/credo, diucapin baru resmi masuk golongan itu, hindu konsepnya nga gittew https://twitter.com/iyad_elbaghdadi/status/424181006619250688",kristen
3407,3407,3407,neutral,how come insulting christians are not denied. what is wrong?? @jokowi @divhumaspolri @bareskrimpolri @tmcpoldametro,christian,kok kristen yg menghina tdk di tersangkakan. ada apa?? @jokowi @DivHumasPolri @BareskrimPolri @TMCPoldaMetro,kristen
3408,3408,3408,neutral,"prabowo, of chinese descent, was born to a family that embraced the protestant christianity, the manado, while prabowo's father, sumitrojoyohadikusumo, eyebrows, soo ming tauw",christian,Prabowo keturunan cina dia lahir dri keluarga yg menganut agama kristen protestan ibu nya orang manado sedangkan ayah prabowo bernama sumitrojoyohadikusumo alis Soo ming tauw,kristen
3409,3409,3409,negative,"feeling christian doctrine doesn't make sense, this woman entered islam | dr. zakir up <url>",christian,"Merasa Ajaran Kristen Tidak Masuk Akal, Wanita Ini Masuk Islam | Dr. Zakir Naik https://www.youtube.com/watch?v=jMj6p8Y7bCo",Kristen
3410,3410,3410,neutral,"[yosuajazz] sings in the middle of the waves of christian spirituality, a sweet voice in starmaker! #karaoke #sing #music <url>",christian,"[yosuajazz] menyanyikan Di Tengah Ombak dari Rohani Kristen , suara yang merdu di StarMaker! #music #karaoke #sing https://m.starmakerstudios.com/share?recording_id=5910974494549959&share_type=tw",Kristen
3411,3411,3411,negative,"against community standards he says minority communities (lgbt, liberal, cinematic, christian) minorities are in power as it is right",christian,"melawan standar komunitas katanya komunitas minoritas (lgbt, liberal, cinak, kristen ) minoritas kl berkuasa seperti itu taik kan",kristen
3412,3412,3412,neutral,"he labeled jokower and ahoker only supporters of christians, who knows what he wants. after all, i also never watched indonesian idol",christian,"Dia mencap Jokower dan Ahoker hanya pendukung orang kristen , entah apa yg diinginkannya. Lagian saya juga ga pernah nonton Indonesian Idol sih",kristen
3413,3413,3413,neutral,"these hexagrams and octagrams, are there overlapping triangles and overlapping rectangles of jews and christians?",christian,"Hexagram dan Oktagram ini ,aksudnya segitiga tumpang tindih dan segi empat tumpang tindih Yahudi dan kristen ?",kristen
3414,3414,3414,neutral,2018 indonesian idol contestants who are christian 1. withney julinet 2. mona internship 3. maria dewi ... <url>,christian,Kontestan Indonesian Idol 2018 Yang Beragama Kristen 1. Withney Julinet 2. Mona Magang 3. Maria Dewi... https://fb.me/95SUS4333,Kristen
3415,3415,3415,neutral,"@jojosuherman you are mistaken because your joke contains sara, remember that senior comedian never candied sara, no one insulted non-muslim people or said about christian, hindu or buddhist etc.",christian,"@jojosuherman lo salah krn lawakan lo mengandung sara, inget pelawak2 senior ga pernah candain sara, ga ada yg hina2 org non muslim atau bilang ttg krn kristen , hindu atau budha dll",kristen
3416,3416,3416,neutral,"okay okay jd i read a kind of chara summary for ocharoku and ... yusuke is a kind of playboy ???? i don't know well see later and makoto, she has a sister girl ???? whew is the type of oniichan yes uwu shingo has been guessed by christians because of using a cross necklace: 3",christian,"Oke oke Jd gue baca semacam chara summary buat ocharoku dan... Yusuke itu semacam playboy???? Entahlah well see later And Makoto, dia punya adek cewe???? Wuih gaku tipe oniichan ya uwu Shingo udh ketebak orang Kristen sih soalnya pake kalung salib :3",Kristen
3417,3417,3417,neutral,@profylh maybe because of the christian laiskodat? <url> tus / 953570614349987840,christian,@ProfYLH mungkin karena si laiskodat Kristen ? https://twitter.com/Sutan_AdiL/sta tus/953570614349987840,Kristen
3418,3418,3418,negative,"19. before going there, i was intermezzo first. many non-catholic / christian friends often only quote 1-2 verses and immediately translate it. this is a mistake. # matius5ayat17sd18",christian,"19. Sebelum kesana, saya intermezzo dulu. Banyak teman teman non Katolik/ Kristen yang seringkali hanya mengutip hanya 1 - 2 ayat lalu langsung menterjemahkannya. Ini adalah sebuah kesalahan. #Matius5ayat17sd18",Kristen
3419,3419,3419,positive,"dr. dl is a prural associate, but i have a hindu christian, i have no problem because there are 3 religions in my family",christian,"Dr dl sy pergaulannya prural, tmn sy ada yg hindu muslim kristen , sy ga masalah krn di keluarga sy sndr ada 3 agama",kristen
3420,3420,3420,neutral,"from the afternoon, i read the article about christianity, catholicism, different religions, opinions of parents who are of different religions, etc. xd",christian,"Dari sore udh bacain artikel islam kristen katolik, beda agama, pendapat anak2 yg ortunya beda agama, dll xD",kristen
3421,3421,3421,neutral,"yes, bro, you know too. not necessarily christian times wqwq. especially if korea",christian,Yaaaah sok tau juga u. Belum tentu kristen kali wqwq. Apalagi kalo korea,kristen
3422,3422,3422,neutral,know where they are christian sampis <url>,christian,tau dari mana mereka kristen sampis https://twitter.com/munfess/status/953587728129470464,kristen
3423,3423,3423,neutral,"lah, how about my christianity? []",christian,Lah kalo kristen kek saya gimana? [],kristen
3424,3424,3424,negative,"hehehe ... 1. what do you think about this world that is mastered by religious technology? do you think the setolol christian community is literally reading, can't i mean it like that? # think of him. km won't understand because you don't see it in terms of culture &amp; language. finally wrong misunderstanding. <url>",christian,hehehe... 1. km pikir dunia ini yg kuasai teknologi agama apa.? kau pikir org kristen SETOLOL itu baca secara harafiah aja ngk bisa klu mmg maksudnya spt itu.? #mikir la. km tdk akan paham krn km tdk melihat itu dr segi budaya & bahasa yahudi. akhirnya byk salah kaprah. https://twitter.com/Mycroft_24/status/953590824922529792,kristen
3425,3425,3425,positive,". for christian youth, which kegreja did not attend this year. we are the pniel youth team <url>",christian,". Buat Muda-mudi Kristen , Yang di Tahun ini belum juga hadir KeGreja. Kami Team Youth PNIEL https://www.instagram.com/p/BeDPCAZHI1Q/",Kristen
3426,3426,3426,neutral,-rl sorry i want to ask for friends who are christian. what is your favorite spiritual song?,christian,-rl sorry pengen nanya buat temen2 yg Kristen . Lagu rohani favorit kalian apa?,Kristen
3427,3427,3427,neutral,"it's not like that. means that the gods of islam, christianity, hinduism, buddhism, congregation are the same? or what does this statement mean?",christian,"Nanya donk nal. Berarti tuhannya umat islam, kristen , hindu, budha, konghucu sama? Atau gmana maksud statement ini",kristen
3428,3428,3428,neutral,"#sobatmaestro, let's look at the program &quot;towards a healthy christian family&quot; with mr. bimantoro <url>",christian,"#SobatMaestro , mari simak program ""Menuju Keluarga Kristen yang Sehat"" bersama Bpk Bimantoro https://www.instagram.com/p/BeDMcI7DJ9O/",Kristen
3429,3429,3429,neutral,"the sufi music concert is held by the indian embassy ~ exciting and inspiring ~ the musicians are muslim, christian, sikh and hindu ~ extraordinary <url>",christian,"Konser musik Sufi diselenggarakan Kedubes India ~ seru dan menginspirasikan ~ musisinya terdiri dari orang Muslim, Kristen , Sikh dan Hindu ~ luar biasa http://pic.twitter.com/cwerJE51gq",Kristen
3430,3430,3430,neutral,"with the director general of christian bimas, prof. dr. thomas pentury, m.sc.",christian,"With Dirjen Bimas Kristen Bapak Prof.Dr.Thomas Pentury,M.Si",Kristen
3431,3431,3431,neutral,one hope: ri is included in 50 of the most dangerous countries for christianity <url> via @ 1 hope,christian,Satu Harapan: RI Masuk dalam 50 Negara Paling Berbahaya bagi Umat Kristen http://www.satuharapan.com/read-detail/read/ri-masuk-dalam-50-negara-paling-berbahaya-bagi-umat-kristen  via @1harapan,Kristen
3432,3432,3432,neutral,one hope: ri is included in 50 of the most dangerous countries for christianity <url> via @ 1 hope,christian,Satu Harapan: RI Masuk dalam 50 Negara Paling Berbahaya bagi Umat Kristen http://www.satuharapan.com/read-detail/read/ri-masuk-dalam-50-negara-paling-berbahaya-bagi-umat-kristen  via @1harapan,kristen
3433,3433,3433,neutral,i think the preacher is more christian than me ...,christian,Rasanya mbah lebih kristen dari saya..,kristen
3434,3434,3434,neutral,not all christian mba / mas,christian,Ga semua kristen mba/mas,kristen
3435,3435,3435,negative,apakabar artis indo yg the christian religion want the film to have a vehicle? ga asked as also?,christian,APAKABAR ARTIS INDO YG AGAMA KRISTEN MAIN FILMNYA PAKE JILBAB? GA DITANYAIN JUGA SEKALIAN?,KRISTEN
3436,3436,3436,negative,-ll your idol is clearly a christian religion. but why do i really edit using the hijab? what is your tolerance?,christian,-rl Idol lo udah jelas agamanya kristen . Tapi kenapa maksa banget edit pake jilbab sih? Ga toleransi apa gmn?,kristen
3437,3437,3437,neutral,is it true ? christian archipelago more was there than the nusantara islam? <url> <url>,christian,Apa BENAR ? Kristen Nusantara Lebih Dulu Ada dari pada Islam Nusantara ? http://dlvr.it/QBZZX8 http://pic.twitter.com/r9nnLIQp2m,Kristen
3438,3438,3438,neutral,"christians need one another, we need to gather to worship god because no one can pay the blessings and blessings of god besides thanking them through worship as a sign of gratitude. fxrsanggeuw <url>",christian,"Orang-orang Kristen membutuhkan satu sama lain, kita perlu berkumpul untuk menyembah Tuhan karena tidak ada yang bisa membayar berkat serta anugerahnya Tuhan selain mengucap syukur melalui ibadah sebagai tanda ucapan terima kasih. FXRSanggeuw http://pic.twitter.com/lGU4MsMbt3",Kristen
3439,3439,3439,neutral,muslims and christians must watch this! biar know! <url> <url>,christian,Umat Muslim dan Umat Kristen Harus Menonton Ini! BIAR TAHU ! http://dlvr.it/QBZY8Z http://pic.twitter.com/9Tmcj3YDtg,Kristen
3440,3440,3440,neutral,why right people are tested | gilbert lumoindong | christian spiritual sermon: <url> via @youtube,christian,Mengapa Orang Benar Di Uji | GILBERT LUMOINDONG | KHOTBAH ROHANI KRISTEN : http://youtu.be/mAoT2lJ-DBc?a via @YouTube,KRISTEN
3441,3441,3441,negative,use the language thank god since when you converted to islam instead of the place where you are worshiping. your christian wife your child is your own christianity since you entered islam based on the munafiq religion seller. what else do you want to be a preacher of obedience with the way you pretend to be moslem,christian,pake bahasa alhamdulillah sejak kapan masuk islam bukannya greja tempat sembayangmu.istri mu kristen anak mu keristen kamu sendiri keristen sejakkapan kamu masuk islam dasar munafiq penjual agama.apa lagi yang kamu mau jadi preaiden suda keturutan denagn caramu yg pura2 moslem,kristen
3442,3442,3442,negative,"your eyes are iku, indonesian idols in the sleigh jd support support between christians and muslims, bastards.",christian,"Matamu iku, Indonesia idol kog di giring jd dukung mendukung antara kristen dan islam, bangsat.",kristen
3443,3443,3443,neutral,the proposal to build a classroom for christian religious education in bogor regency.,christian,Usul agar dibangun ruang kelas untuk pelajaran pendidikan Agama Kristen di Kabupaten Bogor.,Kristen
3444,3444,3444,negative,here is the real thing ... i think all of jokower's are christian ... most of this is ogeb hr ... <url>,christian,Nih org bener2 kampret..lu pikir semua jokower itu kristen ..bener2 tuit paling Ogeb hr ini.. https://twitter.com/iyutVB/status/953307725072510976,kristen
3445,3445,3445,neutral,acting on the doctrine of &quot;original sin&quot; as the main foundation of christian religion <url> <url>,christian,"Menyikap Doktrin ""Dosa Asal"" sebagai Pondasi Utama Agama Kristen http://dlvr.it/QBZPjG http://pic.twitter.com/3DDePF6RI0",Kristen
3446,3446,3446,positive,in christianity there are also fasting prayers can also be personal or usually with the christian service community. the bible teaches mo fasting prayers at any time depending on god's commitment. if in catholicism i know there is fasting before the passover feast.,christian,Di kristen juga ada doa puasa bisa scr pribadi ato juga biasanya bersama komunitas pelayanan kristen . Di Alkitab diajarin doa puasa mo kapan aja dmn aja tergantung komitmen sm Tuhan. Cm klo di Katolik setau aku ada puasa menjelang hari raya Paskah.,kristen
3447,3447,3447,positive,in christianity there are also fasting prayers can also be personal or usually with the christian service community. the bible teaches mo fasting prayers at any time depending on god's commitment. if in catholicism i know there is fasting before the passover feast.,christian,Di kristen juga ada doa puasa bisa scr pribadi ato juga biasanya bersama komunitas pelayanan kristen . Di Alkitab diajarin doa puasa mo kapan aja dmn aja tergantung komitmen sm Tuhan. Cm klo di Katolik setau aku ada puasa menjelang hari raya Paskah.,kristen
3448,3448,3448,neutral,"fasting in christianity is very different depending on the commitment of the above, half a day, a full day not eating, fasting to eat and still drinking, fasting for vegetables and drinking water. important during fasting is by prayer and worship.",christian,"Puasa di kristen itu macem2 tergantung komitmen sm yg diatas, setengah hari, sehari full gak makan, puasa makan jd tetep minum, puasa cm mkn sayur dan minum air putih. Yg penting selama puasa lbh byk doa dan ibadah.",kristen
3449,3449,3449,neutral,"keeping the church. support, build christian schools in the answer. that's the work of the sirodj aqil,",christian,"Menjaga gereja.tokong, membangun sekolah kristen sejawabarat Itu kerja aqil sirodj,",kristen
3450,3450,3450,positive,"obligation for christians to forgive must also respect the leader. but if the person continues to lie, do not acknowledge &amp; apologize for the intolerance of the group, damage what is good. then it is mandatory for christians to apply bible distribution <url>",christian,"Wajib bagi Kristen utk memaafkan juga wajib menghormati pemimpin. Namun jika orang itu terus menerus berbohong, tidak mengakui & minta maaf atas intoleransi kelompoknya, merusak apa yg sdh baik. Maka wajib bagi Kristen menerapkan KETERPISAHAN ALKITABIAH http://www.mediaaras.com/2018/01/16/ribuan-jemaat-tinggalkan-acara-saat-anies-pidato/",Kristen
3451,3451,3451,positive,"obligation for christians to forgive must also respect the leader. but if the person continues to lie, do not acknowledge &amp; apologize for the intolerance of the group, damage what is good. then it is mandatory for christians to apply bible distribution <url>",christian,"Wajib bagi Kristen utk memaafkan juga wajib menghormati pemimpin. Namun jika orang itu terus menerus berbohong, tidak mengakui & minta maaf atas intoleransi kelompoknya, merusak apa yg sdh baik. Maka wajib bagi Kristen menerapkan KETERPISAHAN ALKITABIAH http://www.mediaaras.com/2018/01/16/ribuan-jemaat-tinggalkan-acara-saat-anies-pidato/",Kristen
3452,3452,3452,negative,which brain is the brain ??? still saying pro islam ??? the christian who was clearly guilty was left behind. talking islamic turn ... <url>,christian,Otak dimana otak??? Masih bilang pro islam??? Kristen yg sdh jelas bersalah dibiarin. Giliran islam yg bicara... https://fb.me/54oUuhaC7,Kristen
3453,3453,3453,negative,"the religion that was sold was christianity from the colonial era but it didn't sell well, the evidence was that there were few christians. seupil. islamic religion without being sold is also a convert who becomes a convert",christian,"Agama yg dijual itu agama kristen dari zaman penjajahan smp skrg gk laku laku, buktinya penganut kristen ditanah air jumlahnya sedikit. Seupil. Agama islam tanpa dijual org juga byk yg jadi mualaf",kristen
3454,3454,3454,negative,"the religion that was sold was christianity from the colonial era but it didn't sell well, the evidence was that there were few christians. seupil. islamic religion without being sold is also a convert who becomes a convert",christian,"Agama yg dijual itu agama kristen dari zaman penjajahan smp skrg gk laku laku, buktinya penganut kristen ditanah air jumlahnya sedikit. Seupil. Agama islam tanpa dijual org juga byk yg jadi mualaf",kristen
3455,3455,3455,neutral,from the beginning of indonesia idol until yesterday the christian champion was all except aksan ... <url>,christian,Dari awal Indonesia Idol sampe kemaren yg juara Kristen semua kecuali aksan... https://twitter.com/iyutVB/status/953307725072510976,Kristen
3456,3456,3456,neutral,"understand the creation of jewish, christian / christian, catholic, hindu and buddhist religions",christian,"pahami terciptanya agama yahudi, kristen /nasrani,katolik,hindu,dan budha",kristen
3457,3457,3457,negative,"is there anything ..... from the below actors who are christians, let us laugh, they eat each other <url>",christian,"Ada gak ya..... Dari pelaku-pelaku di bawah ini yang beragama KRISTEN MARI KITA TERTAWA, mereka-mereka saling makan https://twitter.com/m_y_ee/status/953549645287866368",KRISTEN
3458,3458,3458,negative,so if you win the christian you will be demonstrated not by alumni 212?,christian,entar kalo yg menang kristen bakal didemo gak sama alumni 212 ?,kristen
3459,3459,3459,neutral,gi kwang's religion is christian.,christian,Agama Gi Kwang adalah Kristen .,Kristen
3460,3460,3460,neutral,"how come in russia islam is growing rapidly and there is no one who dares to break the bullshit about islam which is growing rapidly in the communist and christian catholics, aka the red bear country, the jews don't dare with russia",christian,"Kok di rusia islam berkembang pesat dan nggak ada yg berani ngobok ngobok putin mengenai agama islam yg tumbuh pesat di negeri komunis dan kristen katolik itu alias negri beruang merah,yahudi nggak berani ama rusia",kristen
3461,3461,3461,neutral,"from the beginning i doubted this celebration. and my attitude is to refuse to attend. the lesson for us going forward is to return christmas to its proper place. christians and their leaders must change, be smart and wise. <url>",christian,"Dari awalnya sy meragukan perayaan ini. Dan sikap sy adalah menolak untuk hadir. Pelajaran bagi kita ke depannya agar mengembalikan Natal pada tempat semestinya. Umat Kristen dan pemimpinnya mesti berubah, cerdas dan bijaksana. https://twitter.com/eykonugroho/status/953471763182010368",Kristen
3462,3462,3462,neutral,christian sermon &quot;the power prayer &amp; fasting&quot; rev. daniel pribadi: <url> via @youtube,christian,"Khotbah Kristen ""The Power Prayer & Fasting"" Pdt. Daniel Pribadi: http://youtu.be/bx1OQyw0x6E?a melalui @YouTube",Kristen
3463,3463,3463,positive,now you know the christian jesus is married ...,christian,skg lu tau knp jesus nya kristen ora nikah...,kristen
3464,3464,3464,neutral,"or paramadina institutions can also help, but they say only those who are muslims and christians, if other religions cannot. but this i don't know right away, just listen and the results of the courtship date are the same as the hindu religion. lol",christian,"Atau institusi paramadina juga bisa bantu tapi Katanya sih hanya yang Islam dan kristen aja, kalau agama lain belum bisa. Tapi ini saya belum tau langsung, hanya denger-denger dan hasil search waktu pacaran sama yang agamanya Hindu. LOL",kristen
3465,3465,3465,neutral,this includes violence &amp; abuse of christian clergy children <url>,christian,Ini termasuk kekerasan & pelecehan terhadap anak2 olh pendeta kristen https://twitter.com/Betawie_Mujahid/status/953364084082098176,kristen
3466,3466,3466,neutral,"catholics and christians are of different religions, right? save ... <url>",christian,Katolik sama Kristen beda agama juga kan ya itungannya? Save.. https://twitter.com/febrofirdaus/status/953515673401016321,Kristen
3467,3467,3467,neutral,catholic christian tourism in jogjakarta yogyakarta &amp; central java: enjoy natural beauty about the kalibiru area ... <url> -yogyakarta.html? spref = tw,christian,Wisata Religi Kristen Katholik Jogjakarta Yogyakarta & Jawa Tengah: MENIKMATI KEINDAHAN ALAM MEMBENTANG LUAS KALIBIRU ... http://www.wisatakeyogyakarta.com/2017/12/MENIKMATI-KEINDAHAN-ALAM-MEMBENTANG-LUAS-KALIBIRU-KULONPROGO-di-JOGJAKARTA-YOGYAKARTA.html?spref=tw,Kristen
3468,3468,3468,neutral,"in islam adultery the law stoning ... christianity stoning law or not ... because jesus is the perpetrator of adultery, bro ... why is jesus or not married? because the jesus's attitude sodok sodok here without marriage ... hahahahhah",christian,dalam islam zina d hukum rajam...d kristen hukum rajam ora ada...krn jesus adalah pelaku zina itu sdr...knp jesus ora nikah?krn klakuan jesus itu sodok sono sodok sini tanpa hubungan nikah...hahahahhah,kristen
3469,3469,3469,neutral,"christian spiritual guidance by rev. kris wairisal to uils wbs hamlet. activities include singing a song of praise, doing the devotional book by reading the book and listening to the pastor's explanation. the aim of increasing the faith and hope of the wbs and increasing the spirit of <url>",christian,"Bimbingan Rohani Kristen oleh Bapak Pdt Kris Wairisal kepada WBS UILS Dukuh. Kegiatan meliputi menyanyikan lagu Pujian, melakukan Renungan Al kitab dengan membaca Al kitab dan mendengarkan penjelasan Pendeta. Tujuan meningkatkan iman dan harapan WBS serta meningkatkan semangat http://pic.twitter.com/hnpx1oCOam",Kristen
3470,3470,3470,neutral,muslim women in saudi arabia met jesus in christianity | mariam <url>,christian,Muslimah Arab Saudi ketemu Yesus masuk Kristen | Mariam https://fb.me/2uWppedNy,Kristen
3471,3471,3471,neutral,"hehe ... and u broer ... ,, blood may be european, full heart nkri ... may be christian ancestor, heart full moslem <url>",christian,"Hehe.. dank u broer..,, darah boleh eropa, hati full NKRI.. moyang boleh kristen , hati full moslem https://twitter.com/Kangsyam78/status/953506049385889793",kristen
3472,3472,3472,positive,"i respect all muslims, hindus, buddhists, prorestan christians, catholics &amp; confucians. because i live on the nkri based on pancasila &amp; the 1945 constitution which guarantees the freedom of u / adhering to religion above but i will hold true to faith and the teachings of my religion living peacefully is beautiful",christian,"Saya menghargai semua Umat Islam,Hindu,Buddha, Kristen Prorestan,Katolik &Khonghucu. Karena saya tinggal di NKRI yg berdasarkan Pancasila &UUD 45 yg menjamin kebebasan U/ Memeluk Agama diatas Tapi saya akan memegang Teguh Iman dan Ajaran Agama saya Hidup damai itu INDAH",Kristen
3473,3473,3473,negative,"if the brain is used, religion cannot be separated from the culture &amp; the initial story. but at that time the christians were fought. messengers even use figurative meanings. you can explain it with 280 letters. stupid read it. is there no credit?",christian,"mk nya otak di pake, agama tdk lepas dari budaya & kisah awal. dimn pd saat itu kristen di perangi. para utusan bahkan memakai arti kiasan. gimna bs di jelaskan dgn 280 huruf. goblok sih. mk nya baca. ngk ada pulsa kah.?",kristen
3474,3474,3474,neutral,"therefore, from english, christian, it was added to being an adjective, christianity was a noun. if it is christian, what we have known for a long time, is that the name of the wife of the 6th president of the republic of indonesia, yes tho? hehehe.",christian,"Sebab itu dr bahasa Inggris, Christian, diimbuhi /i/ menjadi adjektifa, pdhl Kristen itu adl nomina. Lha kalau Kristiani itu, yg selama ini kita kenal, kan itu nama istri dr Presiden RI ke-6, ya tho? Hehehe.",Kristen
3475,3475,3475,negative,"agree?? then what does this mean ??? looks very provocative, &quot;christian kill us&quot; please point to one proof that some say &quot;in the name of jesus&quot; then kill people did you say agree above as ambigu or munafit ?? #maaf <url>",christian,"Setuju?? Trus ini apa maksudnya??? Terlihat sangat provokatif, "" KRISTEN MEMBUNUH KAMI"" Tolong tunjukin SATUUUUUUUU saja bukti Bahwa ada yg mengatakan ""DALAM NAMA YESUS"" trus bunuh orang Apakah mengatakan SETUJU diatas sebagai bentuk AMBIGU ataukah MUNAFIK?? #MAAF http://pic.twitter.com/X4lcCikNmX",KRISTEN
3476,3476,3476,neutral,"christian spiritual guidance in the form of worship with reading the word of god, and god's praise songs guided by the pastor &amp; followed by the wbs <url>",christian,"Bimbingan Rohani Kristen dlm bentuk Ibadah dgn pembacaan Firman Tuhan, dan nyanyian2 pujian Tuhan dipandu oleh Pendeta & diikuti oleh WBS http://pic.twitter.com/WcabQmOkzR",Kristen
3477,3477,3477,neutral,if you say you're trying to die i'm laughing ... za asks the christian mission people how do they get through ...,christian,Kalau loe bilang tni berusaha mati matian aku ketawa... Za nanya sama orang misi KRISTEN Gimana caranya mereka bisa nembus...,KRISTEN
3478,3478,3478,negative,the right that has the board. we respect it. my boarding house used to have a hajj pack that was copying christian muslim issues. difficult to exaggerate.,christian,hak yg punya kosan lah itu. kita hormati aja. kos saya dulu yg punya pak haji yg ngekos kristen muslim gamasalah. gausah dibesar2kan.,kristen
3479,3479,3479,neutral,christian entered nania idol testimony after meeting christ <url>,christian,KESAKSIAN NANIA IDOL YANG MASUK KRISTEN SETELAH BERTEMU KRISTUS https://fb.me/9aBajS2O5,KRISTEN
3480,3480,3480,neutral,christian entered nania idol witness after meeting christ <url>,christian,KESAKSIAN NANIA IDOL YANG MASUK KRISTEN SETELAH BERTEMU KRISTUS https://fb.me/8b2THcBgx,KRISTEN
3481,3481,3481,neutral,"old books&gt; fighting for god; fundamentalism in islam, christianity and judaism. by; karen armstrong. 2001. 641 pages. hardcover. price of 250,000. interest? <url>",christian,"Buku Lawas> Berperang Demi Tuhan; Fundamentalisme dalam islam, Kristen , dan Yahudi. Oleh; Karen Armstrong. Tahun 2001. 641 Halaman. Hardcover. Harga 250.000. Minat? http://pic.twitter.com/jeoLy9QvFb",Kristen
3482,3482,3482,neutral,catholic christian travel jogjakarta yogyakarta &amp; central java: tourism selfie location the lost world castle at lere ... <url> slopes-merapi-yogyakarta.html? spref = tw,christian,Wisata Religi Kristen Katholik Jogjakarta Yogyakarta & Jawa Tengah: Wisata Lokasi Selfie THE LOST WORLD CASTLE di Lere... http://www.wisatakeyogyakarta.com/2017/04/wisata-lokasi-selfie-lost-world-castle-di-lereng-gunung-merapi-yogyakarta.html?spref=tw,Kristen
3483,3483,3483,neutral,"(3) kt nasrani berhub. with jesus from nazareth. in its history, as in the case of christianity, christianity is also used first to ridicule.",christian,"(3) Kt Nasrani berhub. dg Yesus yg berasal dr Nasaret. Dlm sejarahnya, spt halnya kt Kristen , mk kt Nasrani jg dipakai pertama utk mengejek.",Kristen
3484,3484,3484,positive,(2) the word christian is used in the passage of the bible in acts 11:26. this is to mock jesus' disciples after the ascension of jesus to heaven.,christian,(2) Kt Kristen dipakai dlm terjmhn Alkitab pd Kis 11:26. Ini utk mengejek murid2 pengikut Yesus stlh peristiwa kenaikan Yesus ke sorga.,Kristen
3485,3485,3485,neutral,is faith can be seen 38 years paralyzed rev. dr. agus gunawan jcc cijantung kotbah kristen: <url> through,christian,Apakah Iman Bisa Dilihat 38 th Lumpuh Sembuh Pdt Dr AGUS GUNAWAN JCC Cijantung Kotbah Kristen : http://youtu.be/wgXsNPu54QE?a melalui,Kristen
3486,3486,3486,neutral,"so what is the difference between muslims, jews and white people who are predominantly christian?",christian,"Jadi apa bedanya muslim, yahudi, dan orang2 kulit putih yang mayoritas beragama kristen ?",kristen
3487,3487,3487,neutral,"wednesday, jan 17 '18 supporting activities at 08.45-09.00 wbs @ psbl_hs2 budimurni conducts spiritual guidance activities for christianity accompanied by officers. @ dinsosdki1 @aniesbaswedan <url>",christian,"Rabu, 17 Jan '18 Kegiatan Penunjang Jam 08.45-09.00 WBS @psbl_hs2 Budimurni melaksanakan kegiatan bimbingan rohani agama kristen yang didampingi petugas. @DinsosDKI1 @aniesbaswedan http://pic.twitter.com/CluekdyToZ",kristen
3488,3488,3488,neutral,"wednesday, jan 17 '18 supporting activities at 08.45-09.00 wbs @ psbl_hs2 cipayung conducts spiritual guidance activities for christianity accompanied by officers. @ dinsosdki1 @aniesbaswedan <url>",christian,"Rabu, 17 Jan '18 Kegiatan Penunjang Jam 08.45-09.00 WBS @psbl_hs2 Cipayung melaksanakan kegiatan bimbingan rohani agama kristen yang didampingi petugas. @DinsosDKI1 @aniesbaswedan http://pic.twitter.com/pk5yThkvAR",kristen
