[line: 164] Namespace(C1=0.1, C2=0.001, adjust_every=8, arch='ParseGCNNSent', batch_size=32, clip_norm=3, config='cfgs/config_parse_gcnn_glove.yaml', data_path='data/generated_data/', dic_path='data/generated_data/vocab/dict.pkl', dropout=0.5, e=False, elmo_config_file='../data/Elmo/elmo_2x4096_512_2048cnn_2xhighway_options.json', elmo_weight_file='../data/Elmo/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5', embed_dim=300, embed_num=5091, embed_path='data/generated_data/vocab/local_emb.pkl', epoch=30, exp_name='parse_gcnn_glove', finetune_embed=False, if_gpu=True, if_replace=False, if_reset=True, if_update_embed=True, is_stanford_nlp=True, k_fold=6, l2=0.001, l_dropout=0.1, l_hidden_size=256, l_num_layers=2, load_path='', log_path='data/logs/', lr=0.0005, mask_dim=50, model_path='data/models/', opt='Adam', pretrained_embed_path='../data/glove.840B.300d.txt', print_freq=10, snapshot_dir='checkpoints/', test_path='data/generated_data/Restaurants_Test_Gold.xml.pkl', train_path='data/generated_data/train.pkl', training=True, use_gpu=True, valid_path='data/generated_data/valid.pkl')
[line: 168] config           cfgs/config_parse_gcnn_glove.yaml
[line:  98] i_iter 23/93 cls_loss: 0.432045
[line:  98] i_iter 24/93 cls_loss: 0.453123
[line:  98] i_iter 25/93 cls_loss: 0.448354
[line:  98] i_iter 26/93 cls_loss: 0.429538
[line:  98] i_iter 27/93 cls_loss: 0.408960
[line:  98] i_iter 28/93 cls_loss: 0.426940
[line:  98] i_iter 29/93 cls_loss: 0.408537
[line:  98] i_iter 31/93 cls_loss: 0.434457
[line:  98] i_iter 32/93 cls_loss: 0.450091
[line:  98] i_iter 33/93 cls_loss: 0.432548
[line:  98] i_iter 34/93 cls_loss: 0.406813
[line:  98] i_iter 35/93 cls_loss: 0.432293
[line:  98] i_iter 36/93 cls_loss: 0.434990
[line:  98] i_iter 37/93 cls_loss: 0.432603
[line:  98] i_iter 38/93 cls_loss: 0.410787
[line:  98] i_iter 39/93 cls_loss: 0.411044
[line:  98] i_iter 41/93 cls_loss: 0.409128
[line:  98] i_iter 42/93 cls_loss: 0.422715
[line:  98] i_iter 43/93 cls_loss: 0.411427
[line:  98] i_iter 44/93 cls_loss: 0.401381
[line:  98] i_iter 45/93 cls_loss: 0.421994
[line:  98] i_iter 46/93 cls_loss: 0.451645
[line:  98] i_iter 47/93 cls_loss: 0.455056
[line:  98] i_iter 48/93 cls_loss: 0.459868
[line:  98] i_iter 49/93 cls_loss: 0.463859
[line:  98] i_iter 51/93 cls_loss: 0.449675
[line:  98] i_iter 52/93 cls_loss: 0.428703
[line:  98] i_iter 53/93 cls_loss: 0.415585
[line:  98] i_iter 54/93 cls_loss: 0.449311
[line:  98] i_iter 55/93 cls_loss: 0.390671
[line:  98] i_iter 56/93 cls_loss: 0.356429
[line:  98] i_iter 57/93 cls_loss: 0.338178
[line:  98] i_iter 58/93 cls_loss: 0.340119
[line:  98] i_iter 59/93 cls_loss: 0.360021
[line:  98] i_iter 61/93 cls_loss: 0.371809
[line:  98] i_iter 62/93 cls_loss: 0.377430
[line:  98] i_iter 63/93 cls_loss: 0.394775
[line:  98] i_iter 64/93 cls_loss: 0.390317
[line:  98] i_iter 65/93 cls_loss: 0.407848
[line:  98] i_iter 66/93 cls_loss: 0.414073
[line:  98] i_iter 67/93 cls_loss: 0.419403
[line:  98] i_iter 68/93 cls_loss: 0.447806
[line:  98] i_iter 69/93 cls_loss: 0.429063
[line:  98] i_iter 71/93 cls_loss: 0.429232
[line:  98] i_iter 72/93 cls_loss: 0.447693
[line:  98] i_iter 73/93 cls_loss: 0.468891
[line:  98] i_iter 74/93 cls_loss: 0.450093
[line:  98] i_iter 75/93 cls_loss: 0.457049
[line:  98] i_iter 76/93 cls_loss: 0.468314
[line:  98] i_iter 77/93 cls_loss: 0.450331
[line:  98] i_iter 78/93 cls_loss: 0.424309
[line:  98] i_iter 79/93 cls_loss: 0.420157
[line:  98] i_iter 81/93 cls_loss: 0.408777
[line:  98] i_iter 82/93 cls_loss: 0.399751
[line:  98] i_iter 83/93 cls_loss: 0.394822
[line:  98] i_iter 84/93 cls_loss: 0.422728
[line:  98] i_iter 85/93 cls_loss: 0.423166
[line:  98] i_iter 86/93 cls_loss: 0.436066
[line:  98] i_iter 87/93 cls_loss: 0.447217
[line:  98] i_iter 88/93 cls_loss: 0.463165
[line:  98] i_iter 89/93 cls_loss: 0.484838
[line:  98] i_iter 91/93 cls_loss: 0.486890
[line:  98] i_iter 92/93 cls_loss: 0.474356
[line: 121] Evaluting
[line: 102] epoch 8, Validation acc: 0.7437603993344426
[line:  98] i_iter 1/93 cls_loss: 0.438417
[line:  98] i_iter 2/93 cls_loss: 0.437262
[line:  98] i_iter 3/93 cls_loss: 0.415619
[line:  98] i_iter 4/93 cls_loss: 0.426743
[line:  98] i_iter 5/93 cls_loss: 0.397866
[line:  98] i_iter 6/93 cls_loss: 0.372488
[line:  98] i_iter 7/93 cls_loss: 0.351938
[line:  98] i_iter 8/93 cls_loss: 0.338815
[line:  98] i_iter 9/93 cls_loss: 0.337751
[line:  98] i_iter 11/93 cls_loss: 0.331789
[line:  98] i_iter 12/93 cls_loss: 0.340960
[line:  98] i_iter 13/93 cls_loss: 0.343523
[line:  98] i_iter 14/93 cls_loss: 0.343847
[line:  98] i_iter 15/93 cls_loss: 0.369838
[line:  98] i_iter 16/93 cls_loss: 0.382997
[line:  98] i_iter 17/93 cls_loss: 0.367291
[line:  98] i_iter 18/93 cls_loss: 0.404698
[line:  98] i_iter 19/93 cls_loss: 0.411098
[line:  98] i_iter 21/93 cls_loss: 0.458289
[line:  98] i_iter 22/93 cls_loss: 0.464283
[line:  98] i_iter 23/93 cls_loss: 0.457936
[line:  98] i_iter 24/93 cls_loss: 0.463670
[line:  98] i_iter 25/93 cls_loss: 0.446256
[line:  98] i_iter 26/93 cls_loss: 0.423348
[line:  98] i_iter 27/93 cls_loss: 0.462026
[line:  98] i_iter 28/93 cls_loss: 0.449666
[line:  98] i_iter 29/93 cls_loss: 0.448989
[line:  98] i_iter 31/93 cls_loss: 0.414286
[line:  98] i_iter 32/93 cls_loss: 0.416086
[line:  98] i_iter 33/93 cls_loss: 0.428855
[line:  98] i_iter 34/93 cls_loss: 0.410986
[line:  98] i_iter 35/93 cls_loss: 0.414810
[line:  98] i_iter 36/93 cls_loss: 0.438441
[line:  98] i_iter 37/93 cls_loss: 0.411081
[line:  98] i_iter 38/93 cls_loss: 0.413248
[line:  98] i_iter 39/93 cls_loss: 0.415773
[line:  98] i_iter 41/93 cls_loss: 0.414331
[line:  98] i_iter 42/93 cls_loss: 0.393891
[line:  98] i_iter 43/93 cls_loss: 0.386639
[line:  98] i_iter 44/93 cls_loss: 0.387763
[line:  98] i_iter 45/93 cls_loss: 0.383949
[line:  98] i_iter 46/93 cls_loss: 0.368953
[line:  98] i_iter 47/93 cls_loss: 0.374204
[line:  98] i_iter 48/93 cls_loss: 0.370718
[line:  98] i_iter 49/93 cls_loss: 0.386195
[line:  98] i_iter 51/93 cls_loss: 0.368581
[line:  98] i_iter 52/93 cls_loss: 0.379765
[line:  98] i_iter 53/93 cls_loss: 0.381586
[line:  98] i_iter 54/93 cls_loss: 0.373436
[line:  98] i_iter 55/93 cls_loss: 0.372764
[line:  98] i_iter 56/93 cls_loss: 0.381334
[line:  98] i_iter 57/93 cls_loss: 0.378708
[line:  98] i_iter 58/93 cls_loss: 0.402983
[line:  98] i_iter 59/93 cls_loss: 0.368724
[line:  98] i_iter 61/93 cls_loss: 0.392839
[line:  98] i_iter 62/93 cls_loss: 0.385722
[line:  98] i_iter 63/93 cls_loss: 0.352129
[line:  98] i_iter 64/93 cls_loss: 0.393112
[line:  98] i_iter 65/93 cls_loss: 0.382740
[line:  98] i_iter 66/93 cls_loss: 0.388254
[line:  98] i_iter 67/93 cls_loss: 0.400436
[line:  98] i_iter 68/93 cls_loss: 0.350248
[line:  98] i_iter 69/93 cls_loss: 0.351845
[line:  98] i_iter 71/93 cls_loss: 0.349239
[line:  98] i_iter 72/93 cls_loss: 0.320747
[line:  98] i_iter 73/93 cls_loss: 0.346717
[line:  98] i_iter 74/93 cls_loss: 0.300307
[line:  98] i_iter 75/93 cls_loss: 0.308173
[line:  98] i_iter 76/93 cls_loss: 0.288168
[line:  98] i_iter 77/93 cls_loss: 0.295374
[line:  98] i_iter 78/93 cls_loss: 0.300638
[line:  98] i_iter 79/93 cls_loss: 0.295912
[line:  98] i_iter 81/93 cls_loss: 0.290482
[line:  98] i_iter 82/93 cls_loss: 0.332251
[line:  98] i_iter 83/93 cls_loss: 0.338355
[line:  98] i_iter 84/93 cls_loss: 0.346887
[line:  98] i_iter 85/93 cls_loss: 0.343524
[line:  98] i_iter 86/93 cls_loss: 0.354266
[line:  98] i_iter 87/93 cls_loss: 0.321335
[line:  98] i_iter 88/93 cls_loss: 0.345720
[line:  98] i_iter 89/93 cls_loss: 0.359003
[line:  98] i_iter 91/93 cls_loss: 0.338529
[line:  98] i_iter 92/93 cls_loss: 0.293027
[line: 121] Evaluting
[line: 102] epoch 9, Validation acc: 0.740432612312812
[line:  98] i_iter 1/93 cls_loss: 0.302304
[line:  98] i_iter 2/93 cls_loss: 0.337570
[line:  98] i_iter 3/93 cls_loss: 0.344654
[line:  98] i_iter 4/93 cls_loss: 0.385294
[line:  98] i_iter 5/93 cls_loss: 0.365233
[line:  98] i_iter 6/93 cls_loss: 0.380767
[line:  98] i_iter 7/93 cls_loss: 0.385983
[line:  98] i_iter 8/93 cls_loss: 0.376759
[line:  98] i_iter 9/93 cls_loss: 0.391415
[line:  98] i_iter 11/93 cls_loss: 0.392862
[line:  98] i_iter 12/93 cls_loss: 0.357243
[line:  98] i_iter 13/93 cls_loss: 0.330694
[line:  98] i_iter 14/93 cls_loss: 0.320551
[line:  98] i_iter 15/93 cls_loss: 0.336358
[line:  98] i_iter 16/93 cls_loss: 0.313124
[line:  98] i_iter 17/93 cls_loss: 0.324945
[line:  98] i_iter 18/93 cls_loss: 0.353211
[line:  98] i_iter 19/93 cls_loss: 0.348797
[line:  98] i_iter 21/93 cls_loss: 0.355861
[line:  98] i_iter 22/93 cls_loss: 0.372521
[line:  98] i_iter 23/93 cls_loss: 0.401407
[line:  98] i_iter 24/93 cls_loss: 0.370232
[line:  98] i_iter 25/93 cls_loss: 0.369698
[line:  98] i_iter 26/93 cls_loss: 0.380901
[line:  98] i_iter 27/93 cls_loss: 0.381805
[line:  98] i_iter 28/93 cls_loss: 0.371927
[line:  98] i_iter 29/93 cls_loss: 0.386389
[line:  98] i_iter 31/93 cls_loss: 0.391920
[line:  98] i_iter 32/93 cls_loss: 0.381529
[line:  98] i_iter 33/93 cls_loss: 0.396957
[line:  98] i_iter 34/93 cls_loss: 0.413976
[line:  98] i_iter 35/93 cls_loss: 0.404363
[line:  98] i_iter 36/93 cls_loss: 0.422796
[line:  98] i_iter 37/93 cls_loss: 0.408979
[line:  98] i_iter 38/93 cls_loss: 0.410378
[line:  98] i_iter 39/93 cls_loss: 0.415372
[line:  98] i_iter 41/93 cls_loss: 0.381345
[line:  98] i_iter 42/93 cls_loss: 0.403116
[line:  98] i_iter 43/93 cls_loss: 0.379331
[line:  98] i_iter 44/93 cls_loss: 0.374662
[line:  98] i_iter 45/93 cls_loss: 0.403801
[line:  98] i_iter 46/93 cls_loss: 0.395660
[line:  98] i_iter 47/93 cls_loss: 0.412060
[line:  98] i_iter 48/93 cls_loss: 0.390430
[line:  98] i_iter 49/93 cls_loss: 0.398090
[line:  98] i_iter 51/93 cls_loss: 0.407174
[line:  98] i_iter 52/93 cls_loss: 0.389450
[line:  98] i_iter 53/93 cls_loss: 0.374416
[line:  98] i_iter 54/93 cls_loss: 0.373786
[line:  98] i_iter 55/93 cls_loss: 0.339364
[line:  98] i_iter 56/93 cls_loss: 0.323002
[line:  98] i_iter 57/93 cls_loss: 0.295763
[line:  98] i_iter 58/93 cls_loss: 0.314251
[line:  98] i_iter 59/93 cls_loss: 0.285496
[line:  98] i_iter 61/93 cls_loss: 0.287194
[line:  98] i_iter 62/93 cls_loss: 0.292701
[line:  98] i_iter 63/93 cls_loss: 0.307581
[line:  98] i_iter 64/93 cls_loss: 0.310821
[line:  98] i_iter 65/93 cls_loss: 0.312661
[line:  98] i_iter 66/93 cls_loss: 0.300429
[line:  98] i_iter 67/93 cls_loss: 0.319241
[line:  98] i_iter 68/93 cls_loss: 0.331583
[line:  98] i_iter 69/93 cls_loss: 0.378899
[line:  98] i_iter 71/93 cls_loss: 0.349368
[line:  98] i_iter 72/93 cls_loss: 0.377147
[line:  98] i_iter 73/93 cls_loss: 0.376528
[line:  98] i_iter 74/93 cls_loss: 0.374347
[line:  98] i_iter 75/93 cls_loss: 0.392296
[line:  98] i_iter 76/93 cls_loss: 0.400766
[line:  98] i_iter 77/93 cls_loss: 0.419091
[line:  98] i_iter 78/93 cls_loss: 0.435392
[line:  98] i_iter 79/93 cls_loss: 0.409492
[line:  98] i_iter 81/93 cls_loss: 0.433494
[line:  98] i_iter 82/93 cls_loss: 0.398666
[line:  98] i_iter 83/93 cls_loss: 0.397605
[line:  98] i_iter 84/93 cls_loss: 0.409967
[line:  98] i_iter 85/93 cls_loss: 0.405911
[line:  98] i_iter 86/93 cls_loss: 0.403665
[line:  98] i_iter 87/93 cls_loss: 0.391691
[line:  98] i_iter 88/93 cls_loss: 0.360418
[line:  98] i_iter 89/93 cls_loss: 0.360180
[line:  98] i_iter 91/93 cls_loss: 0.391908
[line:  98] i_iter 92/93 cls_loss: 0.387201
[line: 121] Evaluting
[line: 102] epoch 10, Validation acc: 0.7254575707154742
[line:  98] i_iter 1/93 cls_loss: 0.367317
[line:  98] i_iter 2/93 cls_loss: 0.347034
[line:  98] i_iter 3/93 cls_loss: 0.344461
[line:  98] i_iter 4/93 cls_loss: 0.357173
[line:  98] i_iter 5/93 cls_loss: 0.358670
[line:  98] i_iter 6/93 cls_loss: 0.383514
[line:  98] i_iter 7/93 cls_loss: 0.368711
[line:  98] i_iter 8/93 cls_loss: 0.368600
[line:  98] i_iter 9/93 cls_loss: 0.390796
[line:  98] i_iter 11/93 cls_loss: 0.396636
[line:  98] i_iter 12/93 cls_loss: 0.420294
[line:  98] i_iter 13/93 cls_loss: 0.435758
[line:  98] i_iter 14/93 cls_loss: 0.442694
[line:  98] i_iter 15/93 cls_loss: 0.436599
[line:  98] i_iter 16/93 cls_loss: 0.402914
[line:  98] i_iter 17/93 cls_loss: 0.393761
[line:  98] i_iter 18/93 cls_loss: 0.373642
[line:  98] i_iter 19/93 cls_loss: 0.362738
[line:  98] i_iter 21/93 cls_loss: 0.406248
[line:  98] i_iter 22/93 cls_loss: 0.407647
[line:  98] i_iter 23/93 cls_loss: 0.415413
[line:  98] i_iter 24/93 cls_loss: 0.435092
[line:  98] i_iter 25/93 cls_loss: 0.439019
[line:  98] i_iter 26/93 cls_loss: 0.452770
[line:  98] i_iter 27/93 cls_loss: 0.471426
[line:  98] i_iter 28/93 cls_loss: 0.487132
[line:  98] i_iter 29/93 cls_loss: 0.487708
[line:  98] i_iter 31/93 cls_loss: 0.423497
[line:  98] i_iter 32/93 cls_loss: 0.430781
[line:  98] i_iter 33/93 cls_loss: 0.403773
[line:  98] i_iter 34/93 cls_loss: 0.373927
[line:  98] i_iter 35/93 cls_loss: 0.383366
[line:  98] i_iter 36/93 cls_loss: 0.385140
[line:  98] i_iter 37/93 cls_loss: 0.374430
[line:  98] i_iter 38/93 cls_loss: 0.362924
[line:  98] i_iter 39/93 cls_loss: 0.345790
[line:  98] i_iter 41/93 cls_loss: 0.374371
[line:  98] i_iter 42/93 cls_loss: 0.335703
[line:  98] i_iter 43/93 cls_loss: 0.347828
[line:  98] i_iter 44/93 cls_loss: 0.335839
[line:  98] i_iter 45/93 cls_loss: 0.324446
[line:  98] i_iter 46/93 cls_loss: 0.302521
[line:  98] i_iter 47/93 cls_loss: 0.334605
[line:  98] i_iter 48/93 cls_loss: 0.335672
[line:  98] i_iter 49/93 cls_loss: 0.365688
[line:  98] i_iter 51/93 cls_loss: 0.367623
[line:  98] i_iter 52/93 cls_loss: 0.401605
[line:  98] i_iter 53/93 cls_loss: 0.425535
[line:  98] i_iter 54/93 cls_loss: 0.421784
[line:  98] i_iter 55/93 cls_loss: 0.412914
[line:  98] i_iter 56/93 cls_loss: 0.429079
[line:  98] i_iter 57/93 cls_loss: 0.387237
[line:  98] i_iter 58/93 cls_loss: 0.371869
[line:  98] i_iter 59/93 cls_loss: 0.353132
[line:  98] i_iter 61/93 cls_loss: 0.330509
[line:  98] i_iter 62/93 cls_loss: 0.300819
[line:  98] i_iter 63/93 cls_loss: 0.261231
[line:  98] i_iter 64/93 cls_loss: 0.244510
[line:  98] i_iter 65/93 cls_loss: 0.273451
[line:  98] i_iter 66/93 cls_loss: 0.300822
[line:  98] i_iter 67/93 cls_loss: 0.310241
[line:  98] i_iter 68/93 cls_loss: 0.342378
[line:  98] i_iter 69/93 cls_loss: 0.327297
[line:  98] i_iter 71/93 cls_loss: 0.377603
[line:  98] i_iter 72/93 cls_loss: 0.404942
[line:  98] i_iter 73/93 cls_loss: 0.412639
[line:  98] i_iter 74/93 cls_loss: 0.430233
[line:  98] i_iter 75/93 cls_loss: 0.405960
[line:  98] i_iter 76/93 cls_loss: 0.398150
[line:  98] i_iter 77/93 cls_loss: 0.402102
[line:  98] i_iter 78/93 cls_loss: 0.426822
[line:  98] i_iter 79/93 cls_loss: 0.445298
[line:  98] i_iter 81/93 cls_loss: 0.435149
[line:  98] i_iter 82/93 cls_loss: 0.414023
[line:  98] i_iter 83/93 cls_loss: 0.418384
[line:  98] i_iter 84/93 cls_loss: 0.416188
[line:  98] i_iter 85/93 cls_loss: 0.412504
[line:  98] i_iter 86/93 cls_loss: 0.367178
[line:  98] i_iter 87/93 cls_loss: 0.365026
[line:  98] i_iter 88/93 cls_loss: 0.317809
[line:  98] i_iter 89/93 cls_loss: 0.319934
[line:  98] i_iter 91/93 cls_loss: 0.307382
[line:  98] i_iter 92/93 cls_loss: 0.336459
[line: 121] Evaluting
[line: 102] epoch 11, Validation acc: 0.7554076539101497
[line: 121] Evaluting
[line: 112] epoch 11, Test acc: 0.7669642857142858
[line:  98] i_iter 1/93 cls_loss: 0.344000
[line:  98] i_iter 2/93 cls_loss: 0.356117
[line:  98] i_iter 3/93 cls_loss: 0.374831
[line:  98] i_iter 4/93 cls_loss: 0.383865
[line:  98] i_iter 5/93 cls_loss: 0.376709
[line:  98] i_iter 6/93 cls_loss: 0.376665
[line:  98] i_iter 7/93 cls_loss: 0.373608
[line:  98] i_iter 8/93 cls_loss: 0.351090
[line:  98] i_iter 9/93 cls_loss: 0.330313
[line:  98] i_iter 11/93 cls_loss: 0.330456
[line:  98] i_iter 12/93 cls_loss: 0.334761
[line:  98] i_iter 13/93 cls_loss: 0.329878
[line:  98] i_iter 14/93 cls_loss: 0.326563
[line:  98] i_iter 15/93 cls_loss: 0.349117
[line:  98] i_iter 16/93 cls_loss: 0.323781
[line:  98] i_iter 17/93 cls_loss: 0.323177
[line:  98] i_iter 18/93 cls_loss: 0.327401
[line:  98] i_iter 19/93 cls_loss: 0.319833
[line:  98] i_iter 21/93 cls_loss: 0.324287
[line:  98] i_iter 22/93 cls_loss: 0.329896
[line:  98] i_iter 23/93 cls_loss: 0.324245
[line:  98] i_iter 24/93 cls_loss: 0.318343
[line:  98] i_iter 25/93 cls_loss: 0.313180
[line:  98] i_iter 26/93 cls_loss: 0.323913
[line:  98] i_iter 27/93 cls_loss: 0.315264
[line:  98] i_iter 28/93 cls_loss: 0.323063
[line:  98] i_iter 29/93 cls_loss: 0.317876
[line:  98] i_iter 31/93 cls_loss: 0.313097
[line:  98] i_iter 32/93 cls_loss: 0.295349
[line:  98] i_iter 33/93 cls_loss: 0.301797
[line:  98] i_iter 34/93 cls_loss: 0.290703
[line:  98] i_iter 35/93 cls_loss: 0.280247
[line:  98] i_iter 36/93 cls_loss: 0.284330
[line:  98] i_iter 37/93 cls_loss: 0.302344
[line:  98] i_iter 38/93 cls_loss: 0.296737
[line:  98] i_iter 39/93 cls_loss: 0.327890
[line:  98] i_iter 41/93 cls_loss: 0.330360
[line:  98] i_iter 42/93 cls_loss: 0.328903
[line:  98] i_iter 43/93 cls_loss: 0.347168
[line:  98] i_iter 44/93 cls_loss: 0.348517
[line:  98] i_iter 45/93 cls_loss: 0.337421
[line:  98] i_iter 46/93 cls_loss: 0.349613
[line:  98] i_iter 47/93 cls_loss: 0.350889
[line:  98] i_iter 48/93 cls_loss: 0.348401
[line:  98] i_iter 49/93 cls_loss: 0.327333
[line:  98] i_iter 51/93 cls_loss: 0.328960
[line:  98] i_iter 52/93 cls_loss: 0.334568
[line:  98] i_iter 53/93 cls_loss: 0.345695
[line:  98] i_iter 54/93 cls_loss: 0.352735
[line:  98] i_iter 55/93 cls_loss: 0.364520
[line:  98] i_iter 56/93 cls_loss: 0.349937
[line:  98] i_iter 57/93 cls_loss: 0.336660
[line:  98] i_iter 58/93 cls_loss: 0.336533
[line:  98] i_iter 59/93 cls_loss: 0.333025
[line:  98] i_iter 61/93 cls_loss: 0.328073
[line:  98] i_iter 62/93 cls_loss: 0.318832
[line:  98] i_iter 63/93 cls_loss: 0.282574
[line:  98] i_iter 64/93 cls_loss: 0.274605
[line:  98] i_iter 65/93 cls_loss: 0.300758
[line:  98] i_iter 66/93 cls_loss: 0.289390
[line:  98] i_iter 67/93 cls_loss: 0.293112
[line:  98] i_iter 68/93 cls_loss: 0.289762
[line:  98] i_iter 69/93 cls_loss: 0.298665
[line:  98] i_iter 71/93 cls_loss: 0.325323
[line:  98] i_iter 72/93 cls_loss: 0.330397
[line:  98] i_iter 73/93 cls_loss: 0.328199
[line:  98] i_iter 74/93 cls_loss: 0.361381
[line:  98] i_iter 75/93 cls_loss: 0.332502
[line:  98] i_iter 76/93 cls_loss: 0.341447
[line:  98] i_iter 77/93 cls_loss: 0.343883
[line:  98] i_iter 78/93 cls_loss: 0.353801
[line:  98] i_iter 79/93 cls_loss: 0.346441
[line:  98] i_iter 81/93 cls_loss: 0.293537
[line:  98] i_iter 82/93 cls_loss: 0.295841
[line:  98] i_iter 83/93 cls_loss: 0.312517
[line:  98] i_iter 84/93 cls_loss: 0.262417
[line:  98] i_iter 85/93 cls_loss: 0.278952
[line:  98] i_iter 86/93 cls_loss: 0.281888
[line:  98] i_iter 87/93 cls_loss: 0.295080
[line:  98] i_iter 88/93 cls_loss: 0.280616
[line:  98] i_iter 89/93 cls_loss: 0.296988
[line:  98] i_iter 91/93 cls_loss: 0.335576
[line:  98] i_iter 92/93 cls_loss: 0.346788
[line: 121] Evaluting
[line: 102] epoch 12, Validation acc: 0.7437603993344426
[line:  98] i_iter 1/93 cls_loss: 0.360463
[line:  98] i_iter 2/93 cls_loss: 0.342910
[line:  98] i_iter 3/93 cls_loss: 0.349128
[line:  98] i_iter 4/93 cls_loss: 0.330078
[line:  98] i_iter 5/93 cls_loss: 0.342298
[line:  98] i_iter 6/93 cls_loss: 0.349484
[line:  98] i_iter 7/93 cls_loss: 0.329966
[line:  98] i_iter 8/93 cls_loss: 0.357808
[line:  98] i_iter 9/93 cls_loss: 0.350416
[line:  98] i_iter 11/93 cls_loss: 0.345621
[line:  98] i_iter 12/93 cls_loss: 0.356626
[line:  98] i_iter 13/93 cls_loss: 0.336785
[line:  98] i_iter 14/93 cls_loss: 0.331173
[line:  98] i_iter 15/93 cls_loss: 0.331245
[line:  98] i_iter 16/93 cls_loss: 0.313697
[line:  98] i_iter 17/93 cls_loss: 0.318025
[line:  98] i_iter 18/93 cls_loss: 0.294054
[line:  98] i_iter 19/93 cls_loss: 0.286208
[line:  98] i_iter 21/93 cls_loss: 0.282268
[line:  98] i_iter 22/93 cls_loss: 0.285699
[line:  98] i_iter 23/93 cls_loss: 0.308892
[line:  98] i_iter 24/93 cls_loss: 0.319332
[line:  98] i_iter 25/93 cls_loss: 0.326509
[line:  98] i_iter 26/93 cls_loss: 0.318025
[line:  98] i_iter 27/93 cls_loss: 0.300837
[line:  98] i_iter 28/93 cls_loss: 0.311218
[line:  98] i_iter 29/93 cls_loss: 0.306360
[line:  98] i_iter 31/93 cls_loss: 0.338132
[line:  98] i_iter 32/93 cls_loss: 0.316280
[line:  98] i_iter 33/93 cls_loss: 0.297813
[line:  98] i_iter 34/93 cls_loss: 0.301977
[line:  98] i_iter 35/93 cls_loss: 0.278713
[line:  98] i_iter 36/93 cls_loss: 0.295995
[line:  98] i_iter 37/93 cls_loss: 0.297550
[line:  98] i_iter 38/93 cls_loss: 0.282969
[line:  98] i_iter 39/93 cls_loss: 0.285868
[line:  98] i_iter 41/93 cls_loss: 0.268704
[line:  98] i_iter 42/93 cls_loss: 0.287721
[line:  98] i_iter 43/93 cls_loss: 0.331605
[line:  98] i_iter 44/93 cls_loss: 0.351574
[line:  98] i_iter 45/93 cls_loss: 0.357228
[line:  98] i_iter 46/93 cls_loss: 0.346715
[line:  98] i_iter 47/93 cls_loss: 0.350966
[line:  98] i_iter 48/93 cls_loss: 0.364393
[line:  98] i_iter 49/93 cls_loss: 0.374516
[line:  98] i_iter 51/93 cls_loss: 0.384399
[line:  98] i_iter 52/93 cls_loss: 0.377716
[line:  98] i_iter 53/93 cls_loss: 0.339578
[line:  98] i_iter 54/93 cls_loss: 0.304219
[line:  98] i_iter 55/93 cls_loss: 0.324858
[line:  98] i_iter 56/93 cls_loss: 0.321665
[line:  98] i_iter 57/93 cls_loss: 0.322575
[line:  98] i_iter 58/93 cls_loss: 0.340769
[line:  98] i_iter 59/93 cls_loss: 0.345219
[line:  98] i_iter 61/93 cls_loss: 0.352848
[line:  98] i_iter 62/93 cls_loss: 0.376342
[line:  98] i_iter 63/93 cls_loss: 0.399936
[line:  98] i_iter 64/93 cls_loss: 0.408635
[line:  98] i_iter 65/93 cls_loss: 0.416358
[line:  98] i_iter 66/93 cls_loss: 0.419659
[line:  98] i_iter 67/93 cls_loss: 0.420083
[line:  98] i_iter 68/93 cls_loss: 0.402084
[line:  98] i_iter 69/93 cls_loss: 0.403495
[line:  98] i_iter 71/93 cls_loss: 0.409765
[line:  98] i_iter 72/93 cls_loss: 0.393007
[line:  98] i_iter 73/93 cls_loss: 0.363301
[line:  98] i_iter 74/93 cls_loss: 0.361755
[line:  98] i_iter 75/93 cls_loss: 0.340580
[line:  98] i_iter 76/93 cls_loss: 0.361508
[line:  98] i_iter 77/93 cls_loss: 0.363892
[line:  98] i_iter 78/93 cls_loss: 0.367788
[line:  98] i_iter 79/93 cls_loss: 0.368829
[line:  98] i_iter 81/93 cls_loss: 0.349368
[line:  98] i_iter 82/93 cls_loss: 0.339532
[line:  98] i_iter 83/93 cls_loss: 0.357195
[line:  98] i_iter 84/93 cls_loss: 0.363269
[line:  98] i_iter 85/93 cls_loss: 0.362446
[line:  98] i_iter 86/93 cls_loss: 0.334679
[line:  98] i_iter 87/93 cls_loss: 0.332366
[line:  98] i_iter 88/93 cls_loss: 0.313488
[line:  98] i_iter 89/93 cls_loss: 0.303867
[line:  98] i_iter 91/93 cls_loss: 0.297505
[line:  98] i_iter 92/93 cls_loss: 0.305595
[line: 121] Evaluting
[line: 102] epoch 13, Validation acc: 0.7537437603993344
[line:  98] i_iter 1/93 cls_loss: 0.294728
[line:  98] i_iter 2/93 cls_loss: 0.310120
[line:  98] i_iter 3/93 cls_loss: 0.336081
[line:  98] i_iter 4/93 cls_loss: 0.336591
[line:  98] i_iter 5/93 cls_loss: 0.334267
[line:  98] i_iter 6/93 cls_loss: 0.329921
[line:  98] i_iter 7/93 cls_loss: 0.301778
[line:  98] i_iter 8/93 cls_loss: 0.332929
